user_id,total_deposit,total_withdrawal,deposit_count,withdrawal_count,total_games,loyalty_points,user_rank
73,25000.00,0.00,1,0,2,250.40,571
256,23200.00,0.00,5,0,80,248.01,572
264,9100.00,15700.00,9,3,391,247.71,573
275,24048.00,0.00,25,0,25,245.51,574
885,4205.00,33570.00,15,5,175,244.91,575
635,18246.00,0.00,14,0,307,243.87,576
420,16300.00,9058.00,29,5,170,242.31,577
570,13739.00,19000.00,12,1,36,239.60,578
337,11500.00,14604.00,8,3,251,238.23,579
198,19400.00,8000.00,20,1,13,236.62,580
215,22200.00,0.00,6,0,73,236.61,581
855,5000.00,30000.00,1,6,158,231.60,582
732,21700.00,0.00,13,0,70,231.01,583
86,23000.00,0.00,3,0,4,230.80,584
670,16500.00,9000.00,8,2,97,229.41,585
746,20000.00,0.00,6,0,141,228.21,586
891,21000.00,0.00,5,0,87,227.41,587
231,16662.00,0.00,6,0,303,227.23,588
307,10000.00,19315.00,2,1,148,226.18,589
742,6435.00,32000.00,4,1,6,225.55,590
521,10000.00,22500.00,1,3,49,222.30,591
234,13605.00,16945.00,15,5,7,222.19,592
533,20900.00,0.00,5,0,58,220.61,593
719,19830.00,0.00,19,0,98,217.92,594
184,10000.00,17022.00,1,2,164,217.91,595
841,14300.00,11200.00,20,4,92,217.42,596
43,0.00,0.00,0,0,1087,217.40,597
454,16300.00,10000.00,6,1,19,216.81,598
368,21480.00,0.00,12,0,6,216.01,599
55,17600.00,2179.00,13,2,137,214.31,600
404,21000.00,0.00,6,0,5,211.01,601
792,14495.00,12511.00,7,2,16,210.71,602
908,18600.00,0.00,12,0,114,208.81,603
262,18940.00,3500.00,27,5,1,207.12,604
489,20000.00,0.00,4,0,31,206.20,605
17,15500.00,0.00,12,0,255,206.01,606
431,16970.00,0.00,25,0,179,205.53,607
429,19390.00,0.00,31,0,52,204.33,608
220,20000.00,0.00,6,0,15,203.01,609
862,19000.00,0.00,7,0,60,202.01,610
691,6890.00,25870.00,7,10,11,200.45,611
20,10000.00,20000.00,1,2,2,200.40,612
322,14500.00,9150.00,7,1,39,198.56,613
549,12500.00,13213.00,2,1,33,197.67,614
288,19150.00,1000.00,5,1,3,197.10,615
152,5000.00,1000.00,1,1,697,194.40,616
662,12000.00,12948.00,6,3,45,193.74,617
689,15257.00,3200.00,16,3,111,190.78,618
723,12600.00,12750.00,10,3,1,189.96,619
631,18847.00,0.00,4,0,3,189.07,620
384,17000.00,3500.00,3,1,1,187.70,621
968,12250.00,8500.00,12,3,93,183.61,622
197,0.00,0.00,0,0,906,181.20,623
428,15100.00,5400.00,16,2,1,178.21,624
501,17420.00,0.00,20,0,14,177.02,625
873,15000.00,4860.00,17,2,8,175.92,626
443,13000.00,0.00,13,0,219,173.81,627
558,9200.00,14252.00,12,8,52,173.66,628
50,12700.00,9000.00,10,5,7,173.41,629
737,16650.00,0.00,15,0,34,173.32,630
36,10000.00,11000.00,1,1,85,172.00,631
33,500.00,33000.00,1,5,8,171.60,632
893,16900.00,0.00,20,0,11,171.22,633
611,0.00,4400.00,0,1,745,171.00,634
865,15000.00,0.00,2,0,99,169.80,635
483,8750.00,15850.00,5,4,5,167.75,636
302,11500.00,10065.00,12,4,3,165.93,637
76,14198.00,4159.00,10,2,10,164.78,638
766,8248.00,15200.00,14,5,31,164.69,639
655,14850.00,3100.00,7,1,3,164.61,640
563,15900.00,0.00,31,0,22,163.43,641
718,16000.00,0.00,10,0,16,163.21,642
324,0.00,3800.00,0,1,718,162.60,643
124,15000.00,0.00,15,0,57,161.42,644
823,16000.00,0.00,8,0,7,161.41,645
91,15950.00,0.00,4,0,1,159.70,646
395,15800.00,0.00,5,0,8,159.61,647
576,13000.00,0.00,13,0,140,158.01,648
527,15000.00,0.00,1,0,37,157.40,649
69,15050.00,0.00,3,0,33,157.10,650
943,10500.00,7432.00,3,1,66,155.36,651
217,15000.00,0.00,3,0,18,153.60,652
640,8850.00,0.00,5,0,322,152.91,653
79,15000.00,0.00,10,0,13,152.61,654
711,15000.00,0.00,3,0,13,152.60,655
807,11500.00,6500.00,15,2,20,151.51,656
761,15000.00,0.00,1,0,6,151.20,657
219,14500.00,0.00,8,0,23,149.61,658
813,10698.00,0.00,11,0,211,149.19,659
166,13000.00,0.00,7,0,91,148.21,660
37,10000.00,8563.00,1,3,18,146.42,661
314,9500.00,5000.00,11,1,117,143.41,662
327,12425.00,3000.00,28,2,16,142.48,663
789,14000.00,0.00,7,0,11,142.21,664
186,7000.00,10000.00,4,2,99,139.80,665
148,5600.00,15000.00,10,1,41,139.21,666
261,8800.00,8100.00,2,5,53,139.10,667
881,12000.00,0.00,3,0,92,138.40,668
405,4000.00,16229.00,1,1,84,137.95,669
301,7250.00,8900.00,4,1,104,137.80,670
522,10000.00,0.00,2,0,187,137.40,671
120,12000.00,0.00,3,0,85,137.00,672
815,5000.00,17200.00,1,1,3,136.60,673
818,12500.00,0.00,7,0,55,136.01,674
227,0.00,0.00,0,0,679,135.80,675
832,5900.00,8889.00,3,2,159,135.25,676
163,12500.00,0.00,7,0,49,134.81,677
975,10000.00,0.00,5,0,172,134.41,678
382,11550.00,0.00,5,0,91,133.71,679
14,13000.00,0.00,28,0,16,133.23,680
671,0.00,0.00,0,0,665,133.00,681
935,13000.00,0.00,9,0,5,131.01,682
475,13000.00,0.00,3,0,2,130.40,683
169,12000.00,0.00,2,0,50,130.00,684
393,9300.00,7000.00,38,2,9,129.84,685
684,12200.00,1000.00,28,1,9,128.83,686
999,9000.00,0.00,3,0,177,125.40,687
592,10500.00,3808.00,15,2,5,125.05,688
503,8288.00,0.00,7,0,206,124.09,689
150,0.00,0.00,0,0,612,122.40,690
276,5400.00,12925.00,3,1,16,121.83,691
127,2100.00,20000.00,1,1,2,121.40,692
434,11500.00,0.00,4,0,23,119.60,693
928,10000.00,0.00,1,0,87,117.40,694
332,10000.00,0.00,1,0,87,117.40,694
416,11000.00,0.00,6,0,32,116.41,696
18,4950.00,13000.00,5,6,8,116.10,697
121,10000.00,0.00,1,0,75,115.00,698
616,7000.00,7000.00,1,1,50,115.00,699
816,1000.00,19000.00,1,1,50,115.00,699
494,5000.00,0.00,1,0,324,114.80,701
123,11333.00,0.00,3,0,4,114.13,702
290,11000.00,0.00,1,0,19,113.80,703
622,10200.00,0.00,20,0,56,113.22,704
817,3228.00,15900.00,11,4,5,112.79,705
125,8950.00,4350.00,13,8,4,112.06,706
752,5000.00,10002.00,1,2,57,111.41,707
469,10000.00,0.00,2,0,55,111.00,708
914,10700.00,0.00,5,0,16,110.21,709
88,10000.00,0.00,1,0,44,108.80,710
75,4000.00,13000.00,2,3,19,108.80,711
425,10000.00,0.00,2,0,41,108.20,712
62,1624.00,18000.00,2,1,7,107.64,713
96,10000.00,0.00,5,0,38,107.61,714
725,0.00,20000.00,0,1,37,107.40,715
6,9300.00,0.00,7,0,68,106.61,716
642,10000.00,0.00,2,0,31,106.20,717
207,7550.00,5053.00,4,1,27,106.17,718
491,10500.00,0.00,4,0,5,106.00,719
56,10550.00,0.00,5,0,1,105.71,720
773,2831.00,15344.00,7,3,2,105.43,721
872,10000.00,0.00,8,0,27,105.41,722
498,10220.00,0.00,15,0,10,104.22,723
743,8500.00,0.00,3,0,95,104.00,724
8,0.00,0.00,0,0,519,103.80,725
544,2750.00,0.00,23,0,377,102.92,726
360,10000.00,0.00,2,0,14,102.80,727
83,8051.00,0.00,7,0,106,101.72,728
769,8000.00,0.00,1,0,105,101.00,729
756,10000.00,0.00,2,0,3,100.60,730
282,7500.00,0.00,3,0,127,100.40,731
95,8000.00,0.00,4,0,97,99.40,732
248,8500.00,0.00,13,0,64,97.81,733
874,9000.00,0.00,4,0,39,97.80,734
155,6900.00,5500.00,7,1,6,97.71,735
180,2000.00,15000.00,1,3,12,97.40,736
561,9100.00,0.00,12,0,31,97.21,737
925,8600.00,0.00,10,0,47,95.41,738
584,8000.00,0.00,1,0,71,94.20,739
486,9000.00,0.00,6,0,14,92.81,740
239,8900.00,0.00,8,0,13,91.61,741
703,9000.00,0.00,3,0,1,90.20,742
568,8550.00,0.00,6,0,21,89.71,743
716,4433.00,7000.00,12,2,51,89.54,744
472,8500.00,700.00,5,2,5,89.50,745
470,7100.00,3541.00,2,1,3,89.31,746
94,3038.00,10000.00,8,1,32,86.79,747
767,1000.00,12000.00,1,1,82,86.40,748
575,7500.00,0.00,3,0,51,85.20,749
346,8000.00,0.00,4,0,22,84.40,750
311,8000.00,0.00,1,0,21,84.20,751
656,8000.00,0.00,8,0,18,83.61,752
524,0.00,0.00,0,0,416,83.20,753
926,8219.00,0.00,28,0,3,82.82,754
480,4000.00,8217.00,2,2,8,82.69,755
948,7750.00,0.00,9,0,25,82.51,756
482,6500.00,0.00,4,0,87,82.40,757
615,5000.00,5754.00,6,6,17,82.17,758
704,7474.00,0.00,1,0,33,81.34,759
728,5735.00,4600.00,5,3,3,80.95,760
87,8000.00,0.00,4,0,3,80.60,761
423,7850.00,0.00,8,0,9,80.31,762
459,5000.00,5574.00,1,1,7,79.27,763
398,5000.00,0.00,1,0,140,78.00,764
500,6120.00,3000.00,27,1,6,77.43,765
603,7500.00,0.00,5,0,10,77.01,766
230,5740.00,3400.00,15,3,12,76.81,767
630,7000.00,0.00,7,0,32,76.41,768
316,5937.00,2700.00,13,1,17,76.28,769
156,5000.00,0.00,1,0,128,75.60,770
267,0.00,15021.00,0,2,2,75.51,771
870,7005.00,0.00,7,0,25,75.06,772
998,7400.00,0.00,5,0,4,74.81,773
606,0.00,0.00,0,0,374,74.80,774
906,5000.00,0.00,1,0,111,72.20,775
110,6000.00,0.00,1,0,61,72.20,776
154,0.00,0.00,0,0,359,71.80,777
623,7000.00,0.00,7,0,7,71.41,778
696,7000.00,0.00,3,0,7,71.40,779
453,4010.00,5448.00,3,1,13,69.94,780
284,6850.00,0.00,10,0,5,69.51,781
277,5000.00,0.00,5,0,97,69.41,782
726,3500.00,6000.00,10,1,22,69.41,783
435,0.00,13800.00,0,10,1,69.20,784
660,4610.00,4200.00,9,4,2,67.51,785
278,6000.00,0.00,6,0,37,67.41,786
736,1000.00,11260.00,1,2,3,66.90,787
674,5000.00,0.00,1,0,80,66.00,788
136,5000.00,0.00,3,0,75,65.00,789
331,6000.00,0.00,2,0,24,64.80,790
364,5500.00,0.00,4,0,48,64.60,791
29,6000.00,0.00,3,0,23,64.60,792
224,5000.00,0.00,1,0,72,64.40,793
621,5000.00,0.00,5,0,66,63.21,794
596,6000.00,0.00,2,0,13,62.60,795
254,4600.00,3000.00,3,1,3,61.60,796
610,6000.00,0.00,2,0,7,61.40,797
609,5000.00,0.00,1,0,56,61.20,798
174,3570.00,4797.00,5,1,6,60.89,799
392,5000.00,0.00,2,0,53,60.60,800
701,5100.00,0.00,2,0,47,60.40,801
26,5900.00,0.00,9,0,3,59.61,802
938,2000.00,5500.00,1,1,58,59.10,803
686,5500.00,0.00,5,0,20,59.01,804
846,5000.00,0.00,1,0,44,58.80,805
15,5000.00,0.00,1,0,36,57.20,806
814,5000.00,0.00,1,0,35,57.00,807
838,5000.00,0.00,1,0,35,57.00,807
385,5000.00,0.00,1,0,34,56.80,809
680,5600.00,0.00,7,0,2,56.41,810
118,5500.00,0.00,2,0,7,56.40,811
895,4000.00,3000.00,2,1,6,56.20,812
151,1000.00,0.00,1,0,230,56.00,813
954,5000.00,0.00,1,0,29,55.80,814
882,5000.00,0.00,1,0,28,55.60,815
255,2500.00,5000.00,5,1,27,55.40,816
170,5000.00,0.00,2,0,27,55.40,816
778,5500.00,0.00,2,0,2,55.40,818
143,0.00,0.00,0,0,275,55.00,819
506,1000.00,6000.00,1,1,75,55.00,820
812,3500.00,2000.00,6,1,49,54.81,821
528,5000.00,0.00,1,0,24,54.80,822
981,5000.00,0.00,1,0,23,54.60,823
551,5000.00,0.00,1,0,17,53.40,824
957,4000.00,0.00,2,0,61,52.20,825
350,5000.00,0.00,1,0,11,52.20,826
1,5000.00,0.00,1,0,9,51.80,827
820,5000.00,0.00,3,0,7,51.40,828
291,1000.00,0.00,1,0,206,51.20,829
960,5000.00,0.00,1,0,6,51.20,830
176,4500.00,0.00,5,0,30,51.01,831
781,5000.00,0.00,3,0,4,50.80,832
22,5000.00,0.00,5,0,3,50.61,833
339,0.00,0.00,0,0,253,50.60,834
13,5000.00,0.00,1,0,3,50.60,835
232,5000.00,0.00,10,0,2,50.41,836
333,2000.00,4450.00,4,1,31,48.45,837
638,4800.00,0.00,12,0,1,48.21,838
396,2219.00,3955.00,5,1,29,47.77,839
791,4000.00,0.00,4,0,38,47.60,840
912,250.00,8976.00,5,11,1,47.58,841
578,4365.00,0.00,13,0,18,47.26,842
34,4500.00,0.00,3,0,11,47.20,843
465,4500.00,0.00,5,0,10,47.01,844
432,4000.00,0.00,6,0,29,45.81,845
7,0.00,6617.00,0,1,61,45.29,846
67,4000.00,0.00,2,0,22,44.40,847
481,1000.00,0.00,1,0,170,44.00,848
478,2700.00,2892.00,5,2,10,43.46,849
128,3500.00,0.00,4,0,39,42.80,850
983,4000.00,0.00,2,0,14,42.80,851
499,3800.00,500.00,5,1,9,42.30,852
134,4000.00,0.00,4,0,11,42.20,853
585,0.00,0.00,0,0,209,41.80,854
116,3900.00,0.00,1,0,14,41.80,855
462,4000.00,0.00,3,0,8,41.60,856
177,4000.00,0.00,2,0,8,41.60,856
321,3600.00,1000.00,3,1,3,41.60,858
374,0.00,0.00,0,0,204,40.80,859
729,3850.00,0.00,6,0,10,40.51,860
661,4000.00,0.00,4,0,1,40.20,861
698,3500.00,0.00,4,0,25,40.00,862
226,2000.00,2671.00,1,3,33,39.96,863
572,2415.00,2700.00,8,1,8,39.26,864
919,2000.00,0.00,1,0,93,38.60,865
626,3000.00,0.00,2,0,42,38.40,866
241,2000.00,3000.00,1,1,9,36.80,867
986,0.00,0.00,0,0,181,36.20,868
770,1000.00,0.00,1,0,128,35.60,869
463,3000.00,1000.00,3,1,3,35.60,870
249,3000.00,0.00,1,0,27,35.40,871
715,2000.00,3000.00,1,1,2,35.40,872
57,0.00,0.00,0,0,176,35.20,873
594,2000.00,2950.00,1,1,2,35.15,874
899,3450.00,0.00,6,0,1,34.71,875
444,3000.00,0.00,2,0,18,33.60,876
755,3000.00,0.00,3,0,12,32.40,877
457,2000.00,2153.00,1,1,8,32.37,878
66,3100.00,0.00,2,0,4,31.80,879
41,3000.00,0.00,1,0,8,31.60,880
49,3000.00,0.00,2,0,3,30.60,881
669,1000.00,0.00,2,0,100,30.00,882
413,2000.00,1500.00,2,1,9,29.30,883
328,2800.00,0.00,1,0,2,28.40,884
281,2200.00,0.00,1,0,29,27.80,885
787,2500.00,0.00,1,0,13,27.60,886
720,1950.00,1300.00,20,3,4,26.82,887
209,2300.00,0.00,12,0,19,26.81,888
955,0.00,0.00,0,0,133,26.60,889
61,2000.00,0.00,1,0,32,26.40,890
556,2000.00,0.00,1,0,32,26.40,890
917,2000.00,0.00,1,0,30,26.00,892
692,2500.00,0.00,5,0,2,25.41,893
886,0.00,0.00,0,0,121,24.20,894
406,2200.00,0.00,4,0,8,23.60,895
879,2000.00,0.00,1,0,16,23.20,896
210,1100.00,0.00,3,0,60,23.00,897
942,2000.00,0.00,2,0,14,22.80,898
260,2000.00,0.00,2,0,14,22.80,898
997,0.00,0.00,0,0,113,22.60,900
358,2000.00,0.00,1,0,13,22.60,901
319,2023.00,0.00,2,0,11,22.43,902
216,2000.00,0.00,1,0,12,22.40,903
191,2000.00,0.00,1,0,12,22.40,903
956,1200.00,0.00,1,0,51,22.20,905
129,2000.00,0.00,2,0,11,22.20,906
903,2000.00,0.00,3,0,9,21.80,907
629,2000.00,0.00,1,0,9,21.80,907
808,2000.00,0.00,1,0,9,21.80,907
910,2000.00,0.00,1,0,8,21.60,910
839,2000.00,0.00,1,0,3,20.60,911
228,2000.00,0.00,1,0,3,20.60,911
105,2000.00,0.00,2,0,2,20.40,913
244,0.00,4000.00,0,1,2,20.40,913
543,2000.00,0.00,1,0,1,20.20,915
362,2000.00,0.00,1,0,1,20.20,915
593,2000.00,0.00,1,0,1,20.20,915
799,2000.00,0.00,1,0,1,20.20,915
969,2000.00,0.00,1,0,1,20.20,915
410,1000.00,0.00,1,0,50,20.00,920
221,1927.00,0.00,2,0,2,19.67,921
252,1225.00,0.00,10,0,36,19.46,922
349,1500.00,0.00,2,0,22,19.40,923
68,1821.00,0.00,1,0,3,18.81,924
4,1750.00,0.00,1,0,5,18.50,925
192,1600.00,0.00,1,0,9,17.80,926
511,1523.00,0.00,1,0,11,17.43,927
359,1500.00,0.00,5,0,12,17.41,928
970,1100.00,0.00,3,0,31,17.20,929
835,1000.00,0.00,1,0,29,15.80,930
211,1500.00,0.00,1,0,4,15.80,931
323,1000.00,0.00,1,0,27,15.40,932
859,1000.00,0.00,1,0,27,15.40,932
994,1400.00,0.00,1,0,7,15.40,934
293,1500.00,0.00,2,0,2,15.40,935
138,0.00,0.00,0,0,75,15.00,936
712,1000.00,0.00,1,0,22,14.40,937
591,0.00,0.00,0,0,71,14.20,938
741,1000.00,0.00,1,0,21,14.20,939
65,1000.00,0.00,1,0,21,14.20,939
800,0.00,0.00,0,0,70,14.00,941
531,0.00,0.00,0,0,69,13.80,942
189,0.00,0.00,0,0,69,13.80,942
119,1000.00,0.00,1,0,19,13.80,944
780,1300.00,0.00,3,0,2,13.40,945
512,1000.00,0.00,1,0,16,13.20,946
345,1000.00,0.00,1,0,14,12.80,947
236,1100.00,0.00,4,0,9,12.80,948
109,1000.00,0.00,1,0,8,11.60,949
706,0.00,0.00,0,0,57,11.40,950
868,1000.00,0.00,1,0,6,11.20,951
905,1000.00,0.00,1,0,5,11.00,952
188,300.00,0.00,1,0,39,10.80,953
702,1000.00,0.00,1,0,4,10.80,954
135,1000.00,0.00,1,0,3,10.60,955
225,1000.00,0.00,1,0,3,10.60,955
847,800.00,0.00,3,0,12,10.40,957
793,0.00,0.00,0,0,51,10.20,958
918,1000.00,0.00,1,0,1,10.20,959
363,0.00,0.00,0,0,49,9.80,960
552,500.00,0.00,1,0,23,9.60,961
842,900.00,0.00,7,0,1,9.21,962
315,0.00,0.00,0,0,44,8.80,963
172,400.00,0.00,4,0,24,8.80,964
111,0.00,0.00,0,0,42,8.40,965
92,500.00,0.00,1,0,13,7.60,966
545,0.00,0.00,0,0,37,7.40,967
894,0.00,0.00,0,0,34,6.80,968
98,300.00,0.00,1,0,17,6.40,969
447,0.00,0.00,0,0,31,6.20,970
883,0.00,0.00,0,0,28,5.60,971
579,0.00,0.00,0,0,28,5.60,971
617,500.00,0.00,1,0,3,5.60,973
387,250.00,0.00,1,0,15,5.50,974
265,0.00,0.00,0,0,26,5.20,975
490,0.00,0.00,0,0,20,4.00,976
195,0.00,0.00,0,0,15,3.00,977
0,0.00,0.00,0,0,15,3.00,977
988,0.00,0.00,0,0,14,2.80,979
48,0.00,0.00,0,0,12,2.40,980
757,0.00,0.00,0,0,12,2.40,980
590,0.00,0.00,0,0,12,2.40,980
595,0.00,0.00,0,0,9,1.80,983
697,0.00,0.00,0,0,9,1.80,983
782,0.00,0.00,0,0,8,1.60,985
40,0.00,0.00,0,0,7,1.40,986
771,0.00,0.00,0,0,6,1.20,987
589,0.00,0.00,0,0,6,1.20,987
243,0.00,0.00,0,0,5,1.00,989
312,0.00,0.00,0,0,5,1.00,989
892,0.00,0.00,0,0,5,1.00,989
35,0.00,0.00,0,0,3,0.60,992
165,0.00,0.00,0,0,3,0.60,992
857,0.00,0.00,0,0,2,0.40,994
993,0.00,0.00,0,0,2,0.40,994
388,0.00,0.00,0,0,2,0.40,994
507,0.00,0.00,0,0,2,0.40,994
858,0.00,0.00,0,0,2,0.40,994
643,0.00,0.00,0,0,2,0.40,994
38,0.00,0.00,0,0,1,0.20,1000
